2021 Suburbs and Localities (SAL) Code,2021 Suburbs and Localities (SAL) Name,Usual Resident Population,Score,State,Rank
40407,Emu Bay,95,966,SA,697
40408,Emu Downs,52,1015,SA,1096
40409,Emu Flat (SA),106,1053,SA,1357
40410,Encounter Bay,5305,926,SA,387
40411,Enfield (SA),6204,978,SA,809
40412,Erindale,1172,1136,SA,1584
40413,Erith,51,983,SA,841
40414,Erskine (SA),4,1093,SA,1498
40415,Ethelton,1487,975,SA,777
40416,Ettrick (SA),37,919,SA,361
40417,Eudunda,815,876,SA,150
40418,Eurelia,21,1093,SA,1499
40419,Euromina,25,1043,SA,1296
40420,Evandale (SA),1378,1094,SA,1508
40421,Evanston,2580,866,SA,120
40422,Evanston Gardens,2347,918,SA,350
40423,Evanston Park,4228,946,SA,531
40424,Evanston South,765,967,SA,705
40425,Everard Central,33,931,SA,430
40426,Everard Park,1071,1036,SA,1252
40427,Exeter (SA),1066,1031,SA,1226
40428,Eyre,1113,899,SA,229
40429,Fairview Park,3792,972,SA,751
40431,Farina,15,956,SA,592
40432,Farrell Flat,201,899,SA,228
40433,Felixstow,2477,1055,SA,1368
40434,Ferryden Park,4495,938,SA,479
40435,Field,83,1073,SA,1439
40436,Findon,6997,977,SA,789
40437,Finniss,293,969,SA,717
40438,Firle,1508,1032,SA,1235
40439,Fischer,78,933,SA,441
40440,Fisher (SA),61,814,SA,36
40441,Fisherman Bay,140,826,SA,48
40442,Fitzroy (SA),783,1110,SA,1539
40443,Five Miles,6,847,SA,70
40444,Flagstaff Hill,10184,1042,SA,1286
40445,Flaxley,177,1058,SA,1376
40446,Flaxman Valley,285,1048,SA,1328
40448,Flinders Park,5489,1009,SA,1073
40449,Flinders Ranges,20,1006,SA,1053
40450,Florina Station,15,1006,SA,1042
40451,Fords,81,993,SA,914
40452,Forest Range,290,1087,SA,1477
40453,Forestville (SA),1400,1103,SA,1523
40454,Forreston,407,1016,SA,1115
40455,Forster (SA),14,922,SA,374
40456,Foul Bay,40,1005,SA,1032
40457,Fountain,9,994,SA,925
40458,Fox,49,1089,SA,1482
40459,Frahns,5,847,SA,71
40460,Frances,92,985,SA,858
40462,Frankton,15,952,SA,560
40463,Frayville,8,907,SA,293
40464,Freeling,2688,907,SA,296
40465,Frewville,896,1116,SA,1548
40466,Frome Downs,9,956,SA,589
40467,Fulham (SA),2920,1034,SA,1244
40468,Fulham Gardens,6573,999,SA,979
40469,Fullarton,4500,1106,SA,1526
40470,Furner,156,966,SA,699
40471,Galga,28,945,SA,518
40472,Gammon Ranges,7,956,SA,603
40474,Gawler (SA),668,951,SA,556
40475,Gawler Belt,1000,971,SA,738
40476,Gawler East,5689,954,SA,577
40478,Gawler River,104,928,SA,401
40479,Gawler South,2618,941,SA,497
40480,Gawler West,975,850,SA,78
40481,Gemmells,99,1071,SA,1432
40482,Georgetown (SA),186,1016,SA,1113
40483,Gepps Cross,648,918,SA,352
40484,Geranium,83,1038,SA,1265
40485,Geranium Plains,5,859,SA,101
40486,Gerard,50,878,SA,158
40487,German Creek,25,963,SA,662
40488,German Flat,18,974,SA,760
40489,Germein Bay,5,903,SA,248
40490,Gidgealpa,100,956,SA,593
40491,Gifford Hill,38,944,SA,509
40492,Gilberton (SA),1528,1124,SA,1561
40493,Giles Corner,26,995,SA,928
40494,Gillentown,108,1053,SA,1358
40495,Gilles Plains,4101,971,SA,740
40496,Gillman,76,906,SA,282
40497,Gladstone (SA),745,887,SA,187
40498,Glandore,3041,1059,SA,1378
40499,Glanville,728,943,SA,503
40500,Glen Osmond,2154,1135,SA,1581
40501,Glenalta,2039,1130,SA,1568
40502,Glenburnie,396,911,SA,320
40503,Glencoe (SA),633,950,SA,548
40505,Glenelg (SA),3440,1059,SA,1381
40506,Glenelg East,3855,1060,SA,1384
40507,Glenelg North,6594,1055,SA,1369
40508,Glenelg South,2184,1075,SA,1446
40509,Glengowrie,5767,1047,SA,1324
40510,Glenroy (SA),76,1043,SA,1292
40511,Glenside,2852,1096,SA,1512
40512,Glenunga,2184,1131,SA,1571
40513,Globe Derby Park,360,885,SA,177
40514,Glossop,919,881,SA,167
40515,Glynde,2102,1012,SA,1084
40516,Golden Grove,10299,1005,SA,1031
40517,Golden Heights,271,901,SA,239
40518,Gomersal,60,1057,SA,1373
40519,Good Hope Landing,30,930,SA,417
40520,Goodwood (SA),2823,1133,SA,1575
40521,Goolwa,2558,893,SA,204
40522,Goolwa Beach,2222,893,SA,209
40523,Goolwa North,1307,923,SA,378
40524,Goolwa South,1041,920,SA,366
40525,Gosse,25,1027,SA,1189
40526,Gould Creek,240,971,SA,739
40527,Goyder,24,931,SA,431
40528,Grace Plains,61,991,SA,896
40529,Grampus,11,1006,SA,1043
40530,Grange (SA),6143,1048,SA,1327
40531,Green Fields,170,1024,SA,1166
40532,Green Hills Range,88,1058,SA,1377
40533,Green Patch,53,994,SA,921
40534,Greenacres,3356,997,SA,965
40535,Greenhill (SA),454,1109,SA,1533
40536,Greenock,1199,984,SA,843
40537,Greenways,35,975,SA,780
40538,Greenwith,10103,993,SA,913
40539,Gulfview Heights,3674,961,SA,649
40540,Gulnare,80,999,SA,976
40541,Gum Creek,30,1015,SA,1097
40542,Gumeracha,847,999,SA,970
40543,Gurra Gurra,104,900,SA,231
40544,Hackham,4491,864,SA,114
40545,Hackham West,3620,826,SA,49
40546,Hacklins Corner,29,1043,SA,1297
40547,Hackney,575,1108,SA,1532
40548,Hahndorf,2814,1040,SA,1283
40549,Haines,163,997,SA,957
40550,Halbury,211,934,SA,448
40551,Halidon,13,945,SA,519
40553,Hallett,166,985,SA,845
40554,Hallett Cove,12512,1011,SA,1082
40556,Hamilton (SA),82,975,SA,776
40557,Hamley,31,907,SA,287
40558,Hamley Bridge,709,857,SA,97
40559,Hammond,22,981,SA,824
40560,Hampden (SA),75,930,SA,424
40561,Hampstead Gardens,1535,1020,SA,1137
40562,Hansborough,47,934,SA,456
40563,Hanson,23,1015,SA,1102
40564,Happy Valley (SA),11420,984,SA,844
40565,Hardwicke Bay,149,916,SA,341
40567,Harrogate,431,988,SA,881
40568,Hart (SA),47,1040,SA,1280
40569,Hartley (SA),149,981,SA,819
40570,Haslam,63,987,SA,867
40571,Hatherleigh,154,966,SA,700
40572,Hawker (SA),301,953,SA,564
40573,Hawson,119,994,SA,922
40574,Hawthorn (SA),2221,1134,SA,1579
40575,Hawthorndene,3389,1101,SA,1521
40576,Hay Flat,72,967,SA,708
40577,Hay Valley,25,956,SA,580
40578,Hayborough,2238,900,SA,232
40579,Hazelwood Park,1953,1159,SA,1613
40580,Heathfield,1062,1081,SA,1463
40581,Heathpool,596,1138,SA,1587
40582,Hectorville,4241,1005,SA,1038
40583,Hendon (SA),1271,950,SA,553
40584,Henley Beach,6259,1071,SA,1431
40585,Henley Beach South,2799,1081,SA,1462
40586,Hewett,2961,999,SA,971
40587,Highbury (SA),6956,1035,SA,1250
40588,Highgate (SA),1504,1147,SA,1603
40589,Highland Valley,384,1017,SA,1117
40590,Hill River (SA),98,1031,SA,1223
40591,Hillbank,5013,924,SA,379
40592,Hillcrest (SA),3659,1025,SA,1179
40593,Hillier,814,889,SA,191
40594,Hilltown,42,1031,SA,1224
40595,Hilton (SA),908,1045,SA,1307
40597,Hindmarsh (SA),232,1026,SA,1183
40598,Hindmarsh Island,1846,946,SA,530
40599,Hindmarsh Tiers,111,1011,SA,1081
40600,Hindmarsh Valley,648,975,SA,774
40601,Holden Hill,3716,961,SA,648
40602,Holder (SA),123,880,SA,162
40603,Holder Siding,13,978,SA,803
40604,Honiton,46,960,SA,646
40605,Hope Forest,143,1019,SA,1131
40606,Hope Gap,3,992,SA,909
40607,Hope Valley (SA),8184,959,SA,626
40608,Hornsdale,36,1075,SA,1441
40610,Hoskin Corner,16,983,SA,838
40611,Houghton,511,1018,SA,1126
40612,Hove,3189,1060,SA,1382
40613,Hoyleton,120,934,SA,449
40614,Huddleston,23,1005,SA,1035
40615,Humbug Scrub,410,1035,SA,1251
40616,Huntfield Heights,4199,865,SA,115
40617,Hyde Park (SA),1660,1139,SA,1589
40618,Hynam,198,1054,SA,1362
40619,Ingle Farm,9543,901,SA,241
40620,Inglewood (SA),378,1019,SA,1129
40621,Ingomar,19,904,SA,270
40622,Inkerman (SA),23,909,SA,303
40623,Inkster,14,960,SA,635
40624,Inman Valley,361,1016,SA,1107
40625,Innamincka,21,956,SA,604
40627,Iron Knob,110,698,SA,3
40628,Ironbank,537,1116,SA,1549
40629,Ironstone,20,969,SA,721
40630,Island Beach,71,969,SA,732
40632,Iwantja,338,886,SA,179
40633,Jabuk,56,1034,SA,1241
40634,James Well,63,899,SA,227
40635,Jamestown,1549,949,SA,538
40637,Jericho (SA),17,804,SA,29
40638,Jerusalem,424,879,SA,159
40639,Jervois,258,904,SA,252
40640,Joanna,106,1054,SA,1363
40641,Johnburgh,10,1093,SA,1500
40642,Joslin,1243,1106,SA,1527
40644,Julia,21,930,SA,422
40645,Jupiter Creek,231,1047,SA,1325
40646,Kadina,2944,893,SA,205
40647,Kainton,54,905,SA,275
40648,Kalamurina,3,956,SA,594
40649,Kalanbi,27,1000,SA,981
40650,Kalangadoo,457,895,SA,212
40651,Kalbeeba,411,1004,SA,1028
40652,Kaldoonera,38,987,SA,875
40653,Kalka,112,916,SA,345
40654,Kallora,17,909,SA,304
40655,Kaltjiti,261,758,SA,7
40656,Kangarilla,905,1008,SA,1065
40657,Kangaroo Flat (SA),104,982,SA,830
40658,Kangaroo Head,18,969,SA,728
40660,Kanmantoo,686,926,SA,389
40661,Kanni,36,978,SA,804
40662,Kanpi,56,1051,SA,1345
40663,Kanyaka,8,995,SA,942
40664,Kapinnie,42,1053,SA,1351
40666,Kapunda,2947,897,SA,223
40667,Karatta,37,1027,SA,1190
40668,Karcultaby,23,987,SA,878
40669,Karkoo,52,1114,SA,1543
40670,Karoonda,517,909,SA,300
40671,Karte,32,978,SA,799
40673,Keilira,58,1030,SA,1210
40674,Keith,1405,912,SA,322
40675,Kellidie Bay,21,914,SA,328
40676,Kelly,59,1065,SA,1413
40677,Kensington (SA),1808,1092,SA,1491
40678,Kensington Gardens,2498,1108,SA,1530
40679,Kensington Park,2627,1123,SA,1560
40680,Kent Town,1443,1099,SA,1513
40681,Kenton Valley,262,1013,SA,1086
40682,Kepa,60,919,SA,356
40683,Keppoch,65,1100,SA,1518
40684,Kersbrook,1116,1001,SA,1003
40685,Keswick,754,1039,SA,1272
40687,Keyneton,321,933,SA,444
40688,Ki Ki,47,965,SA,684
40689,Kiana,10,1114,SA,1544
40690,Kidman Park,3874,998,SA,967
40691,Kielpa,55,1082,SA,1468
40692,Kilburn,5633,933,SA,446
40693,Kilkenny,1846,977,SA,795
40694,Kimba,608,930,SA,407
40695,Kingoonya,4,904,SA,259
40696,Kings Park (SA),574,1115,SA,1547
40697,Kingscote,1962,914,SA,332
40698,Kingsford (SA),58,982,SA,831
40699,Kingston On Murray,312,930,SA,418
40700,Kingston Park,623,1078,SA,1456
40701,Kingston Se,1342,881,SA,166
40702,Kingswood (SA),2554,1096,SA,1510
40703,Klemzig,6713,1033,SA,1236
40704,Kohinoor,39,997,SA,958
40706,Kongal,14,1065,SA,1404
40707,Kongorong,221,963,SA,663
40709,Koolunga,183,1001,SA,1007
40710,Koolywurtie,101,957,SA,609
40711,Koonamore,5,1006,SA,1044
40712,Koongawa,43,1065,SA,1414
40713,Koonibba,140,804,SA,28
40714,Koonoona,7,1015,SA,1098
40715,Koonunga,38,950,SA,551
40716,Koorine,53,950,SA,549
40717,Kooroona,17,907,SA,286
40718,Koppamurra,60,1054,SA,1364
40719,Koppio,61,972,SA,746
40720,Korunye,224,954,SA,567
40721,Kringin,3,939,SA,481
40722,Krondorf,63,1038,SA,1263
40723,Krongart,4,1069,SA,1423
40724,Kudla,551,909,SA,307
40725,Kuitpo,198,1017,SA,1119
40726,Kuitpo Colony,47,1021,SA,1150
40727,Kulpara,56,1077,SA,1452
40728,Kurralta Park,3139,1051,SA,1344
40729,Kyancutta,63,1011,SA,1078
40730,Kybunga,69,934,SA,451
40731,Kybybolite,102,985,SA,859
40732,Kyeema,21,1021,SA,1155
40733,Laffer,53,1064,SA,1395
40736,Lake Carlet,8,828,SA,52
40737,Lake Everard,3,904,SA,271
40743,Lake Plains,48,1018,SA,1123
40745,Lake View,11,992,SA,910
40746,Lameroo,857,944,SA,513
40747,Langhorne Creek,444,1002,SA,1023
40748,Langs Landing,4,1093,SA,1492
40749,Largs Bay,4104,1008,SA,1064
40750,Largs North,4005,972,SA,749
40751,Laura (SA),765,948,SA,536
40752,Laura Bay,11,1000,SA,986
40753,Leabrook,1605,1126,SA,1564
40754,Leasingham,114,995,SA,934
40755,Leawood Gardens,57,1120,SA,1557
40756,Leigh Creek (SA),91,965,SA,677
40757,Leigh Creek Station,8,956,SA,595
40758,Leighton,46,1015,SA,1103
40759,Lenswood,534,1048,SA,1330
40760,Lewiston,3275,903,SA,251
40761,Light Pass,256,971,SA,741
40762,Lightsview,6090,1081,SA,1461
40764,Linden Park,2367,1130,SA,1570
40766,Lindon,8,956,SA,596
40767,Linwood,41,995,SA,937
40768,Lipson,211,980,SA,817
40769,Little Douglas,8,914,SA,329
40770,Littlehampton,3300,1035,SA,1249
40771,Lobethal,2534,967,SA,703
40772,Lochaber,122,1100,SA,1519
40773,Lochiel (SA),104,931,SA,432
40774,Lock,253,1021,SA,1143
40775,Lockleys,5987,1048,SA,1332
40776,Long Flat (SA),103,964,SA,666
40777,Long Plains,62,871,SA,134
40778,Longwood (SA),325,1085,SA,1475
40779,Lonsdale,23,882,SA,171
40780,Louth Bay,125,930,SA,415
40781,Loveday,655,894,SA,211
40782,Lowan Vale,32,1046,SA,1316
40783,Lowbank,22,978,SA,805
40784,Lower Broughton,40,1022,SA,1161
40785,Lower Hermitage,195,1012,SA,1083
40786,Lower Inman Valley,517,981,SA,818
40787,Lower Light,203,936,SA,466
40788,Lower Mitcham,2187,1113,SA,1542
40789,Loxton,4677,917,SA,349
40790,Loxton North,897,925,SA,383
40791,Lucindale,637,964,SA,665
40792,Lucky Bay,15,1024,SA,1168
40793,Lyndhurst (SA),3,956,SA,597
40794,Lyndoch,2151,971,SA,742
40795,Lynton,222,1138,SA,1588
40796,Lyrup,346,900,SA,230
40797,Maaoupe,93,1043,SA,1293
40798,Mabel Creek,9,904,SA,260
40799,Macclesfield (SA),1413,1023,SA,1165
40800,Macdonald Park,503,937,SA,473
40801,Macgillivray,117,997,SA,959
40802,Macumba,15,956,SA,598
40803,Magarey,30,970,SA,734
40804,Magdala,79,1031,SA,1216
40805,Maggea,15,978,SA,806
40806,Magill,9693,1072,SA,1433
40807,Mahanewo,3,904,SA,272
40808,Maitland (SA),1312,897,SA,224
40809,Makin,17,1046,SA,1317
40810,Malinong,47,965,SA,693
40811,Mallala,1042,861,SA,104
40812,Malpas,9,939,SA,482
40813,Maltee,13,1000,SA,987
40814,Malvern (SA),2713,1141,SA,1590
40815,Mambray Creek,26,1013,SA,1089
40816,Mangalo,56,1024,SA,1169
40817,Manna Hill,4,1006,SA,1045
40818,Mannanarie,52,1075,SA,1442
40819,Manningham,1391,1053,SA,1354
40820,Mannum,2919,853,SA,92
40821,Manoora (SA),134,995,SA,939
40822,Mansfield Park,4608,935,SA,462
40823,Mantung,18,945,SA,520
40824,Marama,51,1039,SA,1274
40825,Marananga,119,994,SA,918
40826,Marble Hill,69,1120,SA,1556
40827,Marcollat,98,1030,SA,1211
40828,Marden,2645,1061,SA,1385
40829,Marino,2277,1091,SA,1489
40830,Marion,4101,1008,SA,1068
40831,Marion Bay (SA),210,892,SA,200
40832,Markaranka,37,977,SA,792
40833,Marks Landing,63,819,SA,42
40834,Marla,38,904,SA,261
40835,Marleston,1950,1017,SA,1116
40836,Marola,8,1040,SA,1281
40837,Marrabel,101,993,SA,911
40838,Marree,65,956,SA,599
40839,Marryatville,648,1117,SA,1552
40840,Maryvale (SA),11,960,SA,636
40841,Maslin Beach,1213,954,SA,570
40842,Matta Flat,82,879,SA,160
40843,Maude (SA),3,851,SA,86
40844,Mawson Lakes,13794,1050,SA,1342
40845,Mayfield (SA),4,1043,SA,1298
40846,Maylands (SA),1508,1124,SA,1563
40847,McBean Pound,22,851,SA,84
40848,McCallum,16,1046,SA,1318
40849,McCracken,2076,907,SA,288
40850,McHarg Creek,72,1021,SA,1153
40851,McLaren Flat,1625,985,SA,853
40852,McLaren Vale,4061,991,SA,899
40853,Meadows,1717,978,SA,797
40854,Medindie,1175,1152,SA,1609
40855,Medindie Gardens,352,1136,SA,1583
40856,Melrose (SA),342,1006,SA,1040
40857,Melrose Park (SA),2319,1035,SA,1247
40858,Melton (SA),29,1077,SA,1453
40859,Meningie,1118,905,SA,279
40860,Meningie East,18,965,SA,690
40861,Meningie West,33,980,SA,815
40862,Menzies (SA),83,1045,SA,1310
40863,Mercunda,8,945,SA,521
40864,Merghiny,17,1000,SA,988
40865,Meribah,39,868,SA,123
40866,Merriton,55,1013,SA,1085
40867,Middle Beach,94,936,SA,467
40868,Middle River,23,1027,SA,1191
40869,Middleback Range,3,1064,SA,1390
40870,Middleton (SA),1298,997,SA,952
40871,Midgee (SA),21,1024,SA,1170
40872,Mil-Lel,382,972,SA,750
40873,Milang,962,845,SA,67
40874,Mile End,4536,1064,SA,1399
40875,Mile End South,19,1044,SA,1301
40876,Milendella,56,907,SA,294
40877,Millbrook (SA),133,1019,SA,1128
40878,Millicent,5110,851,SA,80
40879,Millswood,2173,1143,SA,1592
40880,Miltalie,67,1024,SA,1171
40881,Mimili,277,889,SA,188
40882,Minbrie,33,1024,SA,1172
40883,Minburra,4,1093,SA,1501
40884,Mindarie (SA),32,945,SA,522
40885,Mingbool,123,989,SA,882
40886,Minlaton,1018,900,SA,233
40887,Minnipa,174,987,SA,877
40888,Mintaro,218,1044,SA,1302
40889,Minvalara,22,964,SA,668
40890,Miranda (SA),41,887,SA,184
40891,Mitcham (SA),1832,1119,SA,1553
40892,Mitchell (SA),47,1114,SA,1545
40893,Mitchell Park (SA),5754,980,SA,813
40894,Mitchellville,21,1024,SA,1173
40895,Moana,3316,973,SA,756
40896,Mobilong,7,835,SA,57
40897,Moculta,228,953,SA,566
40898,Modbury,5593,959,SA,627
40899,Modbury Heights,6995,968,SA,710
40900,Modbury North,5704,975,SA,769
40901,Moerlong,24,1069,SA,1424
40902,Monarto,203,936,SA,464
40903,Monarto South,152,944,SA,510
40904,Monash (SA),1110,908,SA,297
40905,Monbulla,122,1001,SA,1005
40906,Mongolata,7,1015,SA,1099
40907,Montacute,332,1109,SA,1537
40908,Montarra,28,1021,SA,1154
40909,Monteith,104,919,SA,357
40910,Moockra,12,989,SA,884
40911,Moody,19,1032,SA,1233
40912,Mooleulooloo,25,1006,SA,1046
40913,Moonaree,4,904,SA,262
40914,Moonta,624,853,SA,91
40915,Moonta Bay,2633,886,SA,180
40916,Moonta Mines,177,907,SA,284
40917,Moorak,1412,911,SA,319
40918,Moorlands,64,965,SA,685
40919,Moorook,171,930,SA,421
40920,Moorook South,166,859,SA,98
40921,Moppa,69,992,SA,902
40922,Morchard,19,1093,SA,1502
40923,Morgan,509,806,SA,31
40924,Morn Hill,12,995,SA,938
40925,Morphett Vale,24002,885,SA,174
40926,Morphetts Flat,9,968,SA,713
40927,Morphettville,3686,996,SA,950
40928,Mortana,23,960,SA,637
40929,Moseley,19,1065,SA,1415
40930,Mosquito Hill,137,991,SA,898
40931,Motpena,6,1006,SA,1054
40932,Mount Barker (SA),18330,992,SA,900
40933,Mount Barker Junction,8,1050,SA,1339
40934,Mount Barker Springs,174,1052,SA,1347
40935,Mount Barker Summit,100,1052,SA,1348
40936,Mount Benson,130,975,SA,781
40937,Mount Bryan,114,928,SA,396
40938,Mount Bryan East,7,985,SA,848
40939,Mount Burr,367,784,SA,17
40940,Mount Charles,58,1064,SA,1396
40941,Mount Compass,1580,950,SA,554
40942,Mount Cooper (SA),14,960,SA,638
40943,Mount Crawford,138,985,SA,860
40944,Mount Damper,37,990,SA,888
40945,Mount Drummond,14,1053,SA,1352
40946,Mount Dutton Bay,53,914,SA,330
40947,Mount Gambier,25591,880,SA,161
40948,Mount George (SA),276,1130,SA,1569
40949,Mount Hope (SA),41,1053,SA,1353
40950,Mount Ive,12,1064,SA,1391
40951,Mount Jagged,155,986,SA,863
40952,Mount Joy,7,1001,SA,1016
40953,Mount Light,155,1010,SA,1074
40954,Mount Magnificent,60,975,SA,771
40955,Mount Mary,36,851,SA,87
40956,Mount Mcintyre,70,1021,SA,1149
40957,Mount Mckenzie,58,1048,SA,1329
40958,Mount Observation (SA),10,975,SA,772
40959,Mount Osmond,464,1153,SA,1610
40960,Mount Pleasant (SA),1058,928,SA,398
40961,Mount Schank,264,985,SA,852
40962,Mount Serle,11,956,SA,600
40963,Mount Templeton,50,931,SA,433
40964,Mount Torrens,768,990,SA,894
40965,Mount Wedge,17,1001,SA,1011
40966,Mount Willoughby,17,904,SA,263
40967,Moyhall,52,1054,SA,1365
40968,Mudamuckla,81,1000,SA,989
40969,Mulgundawa,41,944,SA,507
40970,Mullaquana,272,891,SA,198
40971,Muloorina,26,956,SA,601
40973,Mundic Creek,30,911,SA,312
40975,Mundoora,134,970,SA,737
40976,Mundulla,432,952,SA,561
40977,Mundulla West,91,1065,SA,1405
40978,Mungeranie,14,956,SA,605
40979,Munno Para,4719,876,SA,145
40980,Munno Para Downs,181,848,SA,73
40981,Munno Para West,7577,880,SA,163
40982,Murbko,105,937,SA,470
40983,Murdinga,72,1021,SA,1146
40984,Murlong,27,1038,SA,1268
40985,Murputja - Nyapari,13,1051,SA,1346
40986,Murrawong,19,919,SA,358
40987,Murray Bridge,15043,822,SA,44
40988,Murray Bridge East,1196,930,SA,412
40989,Murray Bridge North,142,945,SA,526
40990,Murray Bridge South,189,941,SA,495
40991,Murray Town,58,1103,SA,1522
40992,Murtho,195,911,SA,311
40993,Muston,34,997,SA,953
40994,Mutooroo,36,1006,SA,1055
40995,Mylor,1067,1069,SA,1425
40996,Mypolonga,506,935,SA,463
40997,Myponga,771,909,SA,306
40998,Myponga Beach,51,999,SA,978
40999,Myrtle Bank (SA),3158,1107,SA,1528
41001,Nadia,3,1000,SA,990
41003,Nailsworth,2235,1075,SA,1445
41004,Nain,32,992,SA,903
41005,Nairne,5327,990,SA,886
41006,Nalyappa,18,1049,SA,1336
41007,Nangkita,242,972,SA,743
41008,Nangwarry,505,764,SA,11
41009,Nantawarra,67,931,SA,434
41010,Napperby,666,872,SA,136
41011,Naracoorte,6211,894,SA,210
41012,Narridy,59,1016,SA,1114
41013,Narrung (SA),183,890,SA,194
41014,Naturi,25,890,SA,197
41015,Neales Flat,78,963,SA,653
41016,Nectar Brook,17,981,SA,825
41017,Nelshaby,188,886,SA,178
41018,Nene Valley,99,869,SA,129
41019,Nepabunna,26,721,SA,4
41020,Nepean Bay,140,997,SA,954
41021,Netherby (SA),1510,1143,SA,1596
41022,Netherton,36,1034,SA,1242
41023,Netley,1910,979,SA,812
41024,New Port,647,1015,SA,1091
41025,New Residence,95,1001,SA,999
41026,New Town (SA),1291,865,SA,116
41027,New Well,21,978,SA,807
41028,Newland,52,1027,SA,1192
41029,Newton,5117,990,SA,887
41030,Ngapala,61,930,SA,425
41031,Ngarkat,4,1046,SA,1319
41032,Nildottie,220,922,SA,375
41033,Ninnes,65,1077,SA,1454
41034,Noarlunga Centre,203,901,SA,238
41035,Noarlunga Downs,4031,914,SA,336
41036,Nora Creina,37,972,SA,752
41037,Normanville (SA),1965,943,SA,506
41038,North Adelaide,6823,1145,SA,1599
41039,North Beach (SA),676,937,SA,472
41040,North Booborowie,21,928,SA,397
41041,North Brighton,2665,1070,SA,1429
41043,North Haven (SA),5585,954,SA,568
41044,North Moonta,605,826,SA,50
41045,North Plympton,3610,1014,SA,1090
41046,North Shields,338,939,SA,488
41047,North West Bend,18,913,SA,326
41049,Northern Heights,305,835,SA,56
41050,Northfield,5043,957,SA,612
41051,Northgate (SA),3184,1064,SA,1400
41052,Norton Summit,548,1095,SA,1509
41053,Norwood (SA),6354,1122,SA,1559
41055,Novar Gardens,2508,1022,SA,1164
41056,Nullarbor,71,874,SA,140
41057,Nunjikompita,34,1000,SA,991
41058,Nuriootpa,6901,912,SA,321
41059,Nurom,33,1022,SA,1160
41060,Nurragi,30,969,SA,718
41061,O'Halloran Hill,2722,987,SA,876
41062,O'Sullivan Beach,1844,871,SA,133
41063,Oak Valley (SA),96,1043,SA,1289
41064,Oakbank,865,1039,SA,1277
41065,Oakden,3583,1021,SA,1156
41066,Oakden Hills,5,904,SA,264
41067,Oaklands Park,3948,983,SA,833
41068,Ob Flat,470,976,SA,782
41069,Olary,4,1006,SA,1047
41071,Old Noarlunga,1531,908,SA,298
41072,Old Reynella,3458,942,SA,500
41075,One Tree Hill,1043,994,SA,916
41076,Onkaparinga Hills,2610,965,SA,689
41077,Oodla Wirra,5,964,SA,672
41078,Oodnadatta,102,849,SA,77
41079,Orroroo,578,932,SA,439
41080,Osborne (SA),1951,903,SA,244
41081,Ottoway,2783,885,SA,176
41083,Overland Corner,64,967,SA,707
41084,Ovingham,766,1080,SA,1459
41085,Owen,509,893,SA,206
41086,Padthaway,321,956,SA,582
41087,Paechtown,204,1087,SA,1478
41088,Pages Flat,164,1019,SA,1132
41089,Paisley,96,978,SA,800
41090,Palkagee,15,1001,SA,1017
41091,Pallamana,68,945,SA,527
41092,Palmer (SA),215,920,SA,364
41093,Pandurra,15,1064,SA,1392
41094,Panitya (SA),10,1065,SA,1416
41095,Panorama,2388,1084,SA,1474
41096,Para Hills,6793,910,SA,310
41097,Para Hills West,3295,885,SA,175
41098,Para Vista,3023,915,SA,340
41100,Paracombe,435,1057,SA,1375
41101,Paradise (SA),7217,997,SA,964
41103,Parafield Gardens,18467,891,SA,199
41104,Parakylia,6,904,SA,273
41105,Paralowie,17504,871,SA,132
41106,Paramatta,9,949,SA,543
41107,Paratoo,5,964,SA,673
41108,Parawa,91,1016,SA,1110
41109,Parham,185,848,SA,74
41110,Parilla,159,978,SA,798
41111,Paringa,1131,887,SA,185
41112,Paris Creek,206,1020,SA,1142
41113,Park Holme,3199,1004,SA,1026
41114,Parkside (SA),5126,1131,SA,1572
41115,Parnaroo,6,964,SA,674
41116,Parndana,155,900,SA,236
41117,Parrakie,78,1038,SA,1266
41118,Parsons Beach,19,957,SA,610
41119,Paruna,36,939,SA,483
41120,Pasadena,3073,1043,SA,1300
41121,Paskeville,149,845,SA,68
41122,Pata,81,939,SA,486
41123,Payneham,2438,1060,SA,1383
41124,Payneham South,1731,1032,SA,1230
41125,Peake,104,1034,SA,1243
41126,Pearlah,66,994,SA,923
41127,Peebinga,35,868,SA,124
41128,Peep Hill,22,963,SA,656
41129,Pekina,70,1093,SA,1503
41130,Pelican Lagoon,48,969,SA,729
41131,Pelican Point (SA),81,886,SA,182
41132,Pellaring Flat,7,828,SA,53
